261 2119.828590 1.978E-24 4.989E-03.07770.144  795.00420.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 12e     366643 6 7 2 1 1 1    27.0   25.0
261 2119.866660 5.872E-24 4.957E-03.07770.144  795.81930.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 12f     366643 6 7 2 1 1 1    81.0   75.0
261 2119.975220 1.082E-24 1.547E-03.07460.135  932.68020.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 16f     366643 6 7 2 1 1 1    93.0   99.0
261 2120.481110 5.143E-23 8.381E-03.06710.121  543.26360.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 21e     366643 6 7 2 1 1 1   123.0  129.0
261 2121.150090 3.940E-24 1.141E-02.07330.132 1090.42680.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 17f     366643 6 7 2 1 1 1    99.0  105.0
261 2121.191500 1.216E-24 4.050E-03.07190.129 1131.30640.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 18e     366643 6 7 2 1 1 1   105.0  111.0
261 2121.268250 4.333E-24 4.090E-03.07960.150  766.80780.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P 11e     366643 6 7 2 1 1 1    63.0   69.0
261 2121.299810 1.906E-24 7.524E-03.06530.118 1208.62410.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 22f     366643 6 7 2 1 1 1   129.0  135.0
261 2121.773000 2.262E-25 9.655E-04.07460.135  931.26030.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 16e     366643 6 7 2 1 1 1    31.0   33.0
261 2121.779590 4.030E-24 2.260E-02.07770.144  943.21250.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P 13e     366643 6 8 2 1 1 1    25.0   27.0
261 2122.032390 5.508E-24 5.012E-03.07680.141  825.54820.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 13e     366643 6 7 2 1 1 1    87.0   81.0
261 2122.065950 1.815E-24 4.978E-03.07680.141  826.49890.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 13f     366643 6 7 2 1 1 1    29.0   27.0
261 2122.215840 4.100E-25 1.568E-03.07560.138  894.92990.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 15f     366643 6 7 2 1 1 1    29.0   31.0
261 2122.773270 2.068E-23 8.380E-03.06880.124  493.90470.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 20e     366643 6 7 2 1 1 1    39.0   41.0
261 2123.117030 5.482E-25 4.738E-03.07330.132 1088.99260.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 17e     366643 6 7 2 1 1 1    33.0   35.0
261 2123.383610 1.479E-24 1.128E-02.07460.135 1050.30070.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 16f     366643 6 7 2 1 1 1    31.0   33.0
261 2123.445140 1.468E-24 4.060E-03.08080.154  740.95940.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P 10e     366643 6 7 2 1 1 1    19.0   21.0
261 2123.581500 7.642E-25 7.392E-03.06710.121 1156.75130.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 21f     366643 6 7 2 1 1 1    41.0   43.0
261 2123.757080 8.369E-25 1.062E-03.07560.138  893.67680.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 15e     366643 6 7 2 1 1 1    87.0   93.0
261 2123.955040 1.278E-23 2.243E-02.07870.147  912.63940.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P 12e     366643 6 8 2 1 1 1    69.0   75.0
261 2124.225430 1.676E-24 5.033E-03.07560.138  858.43930.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 14e     366643 6 7 2 1 1 1    31.0   29.0
261 2124.253410 4.964E-24 4.995E-03.07560.138  859.53600.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 14f     366643 6 7 2 1 1 1    93.0   87.0
261 2124.463360 1.371E-24 1.584E-03.07680.141  859.53600.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 14f     366643 6 7 2 1 1 1    81.0   87.0
261 2125.066680 7.378E-23 8.376E-03.07040.126  446.89090.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 19e     366643 6 7 2 1 1 1   111.0  117.0
261 2125.077840 2.123E-24 5.371E-03.07460.135 1049.02560.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 16e     366643 6 7 2 1 1 1    93.0   99.0
261 2125.623790 4.914E-24 1.113E-02.07560.138 1012.53160.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 15f     366643 6 7 2 1 1 1    87.0   93.0
261 2125.634900 4.398E-24 4.051E-03.08200.158  717.45950.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P  9e     366643 6 7 2 1 1 1    51.0   57.0
261 2125.779640 3.326E-25 1.148E-03.07680.141  858.43930.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 14e     366643 6 7 2 1 1 1    27.0   29.0
261 2125.860890 2.721E-24 7.266E-03.06880.124 1107.23020.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 20f     366643 6 7 2 1 1 1   117.0  123.0
261 2126.138360 4.433E-24 2.233E-02.07960.150  884.41600.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P 11e     366643 6 8 2 1 1 1    21.0   23.0
261 2126.407650 4.517E-24 5.051E-03.07460.135  893.67680.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 15e     366643 6 7 2 1 1 1    99.0   93.0
261 2126.429000 1.485E-24 5.012E-03.07460.135  894.92990.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 15f     366643 6 7 2 1 1 1    33.0   31.0
261 2126.717970 4.989E-25 1.594E-03.07770.144  826.49890.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 13f     366643 6 7 2 1 1 1    25.0   27.0
261 2127.072750 8.782E-25 5.945E-03.07560.138 1011.40620.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 15e     366643 6 7 2 1 1 1    29.0   31.0
261 2127.361580 2.882E-23 8.369E-03.07190.129  402.22290.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 18e     366643 6 7 2 1 1 1    35.0   37.0
261 2127.831990 1.152E-24 1.223E-03.07770.144  825.54820.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 13e     366643 6 7 2 1 1 1    75.0   81.0
261 2127.838900 1.435E-24 4.063E-03.08340.162  696.30850.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P  8e     366643 6 7 2 1 1 1    15.0   17.0
261 2127.870940 1.781E-24 1.097E-02.07680.141  977.11990.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 14f     366643 6 7 2 1 1 1    27.0   29.0
261 2128.138590 1.063E-24 7.152E-03.07040.126 1060.06180.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 19f     366643 6 7 2 1 1 1    37.0   39.0
261 2128.331190 1.360E-23 2.231E-02.08080.154  858.54300.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P 10e     366643 6 8 2 1 1 1    57.0   63.0
261 2128.579010 1.332E-24 5.068E-03.07330.132  931.26030.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 16e     366643 6 7 2 1 1 1    35.0   33.0
261 2128.592690 3.935E-24 5.025E-03.07330.132  932.68020.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 16f     366643 6 7 2 1 1 1   105.0   99.0
261 2128.979880 1.597E-24 1.596E-03.07870.147  795.81930.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 12f     366643 6 7 2 1 1 1    69.0   75.0
261 2129.100430 3.156E-24 6.456E-03.07680.141  976.13500.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 14e     366643 6 7 2 1 1 1    81.0   87.0
261 2129.491000 3.485E-25 1.700E-03.06350.116 1259.97250.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 23e     366643 6 7 2 1 1 1   135.0  141.0
261 2129.658220 9.984E-23 8.363E-03.07330.132  359.90160.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 17e     366643 6 7 2 1 1 1    99.0  105.0
261 2129.913100 4.299E-25 1.285E-03.07870.147  795.00420.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 12e     366643 6 7 2 1 1 1    23.0   25.0
261 2130.058390 4.122E-24 4.105E-03.08520.166  677.50670.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P  7e     366643 6 7 2 1 1 1    39.0   45.0
261 2130.125300 5.701E-24 1.079E-02.07770.144  944.06630.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 13f     366643 6 7 2 1 1 1    75.0   81.0
261 2130.415240 3.685E-24 7.042E-03.07190.129 1015.24680.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 18f     366643 6 7 2 1 1 1   105.0  111.0
261 2130.535100 4.549E-24 2.236E-02.08200.158  835.02070.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P  9e     366643 6 8 2 1 1 1    17.0   19.0
261 2130.739490 3.483E-24 5.084E-03.07190.129  971.18900.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 17e     366643 6 7 2 1 1 1   111.0  105.0
261 2130.744440 1.141E-24 5.035E-03.07190.129  972.78600.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 17f     366643 6 7 2 1 1 1    37.0   35.0
261 2131.159480 1.220E-24 6.904E-03.07770.144  943.21250.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 13e     366643 6 7 2 1 1 1    25.0   27.0
261 2131.249320 5.545E-25 1.590E-03.07960.150  767.49760.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 11f     366643 6 7 2 1 1 1    21.0   23.0
261 2131.450000 1.437E-25 1.696E-03.06530.118 1205.98740.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 22e     366643 6 7 2 1 1 1    43.0   45.0
261 2131.956840 3.784E-23 8.352E-03.07460.135  319.92750.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 16e     366643 6 7 2 1 1 1    31.0   33.0
261 2132.021890 1.399E-24 1.334E-03.07960.150  766.80780.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 11e     366643 6 7 2 1 1 1    63.0   69.0
261 2132.294480 1.283E-24 4.191E-03.08750.170  661.05440.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P  6e     366643 6 7 2 1 1 1    11.0   13.0
261 2132.387120 1.985E-24 1.057E-02.07870.147  913.37140.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 12f     366643 6 7 2 1 1 1    23.0   25.0
261 2132.691530 1.401E-24 6.945E-03.07330.132  972.78600.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 17f     366643 6 7 2 1 1 1    33.0   35.0
261 2132.751570 1.342E-23 2.253E-02.08340.162  813.84950.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P  8e     366643 6 8 2 1 1 1    45.0   51.0
261 2132.884220 2.937E-24 5.048E-03.07040.126 1015.24680.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 18f     366643 6 7 2 1 1 1   117.0  111.0
261 2132.889040 9.971E-25 5.097E-03.07040.126 1013.46240.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 18e     366643 6 7 2 1 1 1    39.0   37.0
261 2133.248430 4.110E-24 7.277E-03.07870.147  912.63940.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 12e     366643 6 7 2 1 1 1    69.0   75.0
261 2133.426000 5.256E-25 1.691E-03.06710.121 1154.34300.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 21e     366643 6 7 2 1 1 1   123.0  129.0
261 2133.526460 1.686E-24 1.573E-03.08080.154  741.53440.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 10f     366643 6 7 2 1 1 1    57.0   63.0
261 2134.157260 4.892E-25 1.367E-03.08080.154  740.95940.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P 10e     366643 6 7 2 1 1 1    19.0   21.0
261 2134.257680 1.270E-22 8.337E-03.07560.138  282.30150.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 15e     366643 6 7 2 1 1 1    87.0   93.0
261 2134.548150 3.487E-24 4.342E-03.09030.175  646.95200.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P  5e     366643 6 7 2 1 1 1    27.0   33.0
261 2134.656630 6.082E-24 1.033E-02.07960.150  885.03550.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 11f     366643 6 7 2 1 1 1    63.0   69.0
261 2134.968160 4.727E-24 6.856E-03.07460.135  932.68020.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 16f     366643 6 7 2 1 1 1    93.0   99.0
261 2134.981960 4.303E-24 2.287E-02.08520.166  795.02980.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P  7e     366643 6 8 2 1 1 1    13.0   15.0
261 2135.027620 2.533E-24 5.110E-03.06880.124 1058.07970.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 19e     366643 6 7 2 1 1 1   123.0  117.0
261 2135.365820 1.490E-24 7.572E-03.07960.150  884.41600.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 11e     366643 6 7 2 1 1 1    21.0   23.0
261 2135.420000 2.106E-25 1.684E-03.06880.124 1105.04020.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 20e     366643 6 7 2 1 1 1    39.0   41.0
261 2135.811500 5.521E-25 1.544E-03.08200.158  717.93000.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P  9f     366643 6 7 2 1 1 1    17.0   19.0
261 2136.318080 1.485E-24 1.381E-03.08200.158  717.45950.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P  9e     366643 6 7 2 1 1 1    51.0   57.0
261 2136.560950 4.660E-23 8.322E-03.07680.141  247.02410.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 14e     366643 6 7 2 1 1 1    27.0   29.0
261 2136.820210 1.015E-24 4.614E-03.09400.180  635.19960.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P  4e     366643 6 7 2 1 1 1     7.0    9.0
261 2136.934010 2.018E-24 1.004E-02.08080.154  859.05940.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 10f     366643 6 7 2 1 1 1    19.0   21.0
261 2137.155200 7.051E-25 5.123E-03.06710.121 1105.04020.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 20e     366643 6 7 2 1 1 1    43.0   41.0
261 2137.227500 1.210E-23 2.343E-02.08750.170  778.56180.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P  6e     366643 6 8 2 1 1 1    33.0   39.0
261 2137.245840 1.747E-24 6.778E-03.07560.138  894.92990.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 15f     366643 6 7 2 1 1 1    29.0   31.0
261 2137.432000 7.614E-25 1.706E-03.07040.126 1058.07970.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 19e     366643 6 7 2 1 1 1   111.0  117.0
261 2137.510180 4.698E-24 7.772E-03.08080.154  858.54300.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P 10e     366643 6 7 2 1 1 1    57.0   63.0
261 2137.924140 9.538E-25 1.835E-03.07190.129 1015.24680.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 18f     366643 6 7 2 1 1 1   105.0  111.0
261 2138.104600 1.568E-24 1.497E-03.08340.162  696.68490.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P  8f     366643 6 7 2 1 1 1    45.0   51.0
261 2138.503280 4.806E-25 1.374E-03.08340.162  696.30850.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P  8e     366643 6 7 2 1 1 1    15.0   17.0
261 2138.866880 1.512E-22 8.301E-03.07770.144  214.09580.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 13e     366643 6 7 2 1 1 1    75.0   81.0
261 2139.111340 2.527E-24 5.133E-03.09850.185  625.79740.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P  3e     366643 6 7 2 1 1 1    15.0   21.0
261 2139.219460 5.849E-24 9.682E-03.08200.158  835.44320.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P  9f     366643 6 7 2 1 1 1    51.0   57.0
261 2139.271740 1.742E-24 5.133E-03.06530.118 1154.34300.75-.001000 010 0 1 0 1  u 000 1 0 1 0  g                    R 21e     366643 6 7 2 1 1 1   135.0  129.0
261 2139.462000 3.009E-25 1.725E-03.07190.129 1013.46240.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 18e     366643 6 7 2 1 1 1    35.0   37.0
261 2139.489250 3.665E-24 2.435E-02.09030.175  764.44590.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P  5e     366643 6 8 2 1 1 1     9.0   11.0
261 2139.525280 5.729E-24 6.715E-03.07680.141  859.53600.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 14f     366643 6 7 2 1 1 1    81.0   87.0
261 2139.680080 1.587E-24 7.868E-03.08200.158  835.02070.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P  9e     366643 6 7 2 1 1 1    17.0   19.0
261 2140.106520 3.726E-25 1.860E-03.07330.132  972.78600.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 17f     366643 6 7 2 1 1 1    33.0   35.0
261 2140.405930 4.729E-25 1.429E-03.08520.166  677.79950.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P  7f     366643 6 7 2 1 1 1    13.0   15.0
261 2140.711810 1.332E-24 1.340E-03.08520.166  677.50670.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P  7e     366643 6 7 2 1 1 1    39.0   45.0
261 2141.175670 5.352E-23 8.275E-03.07870.147  183.51730.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 12e     366643 6 7 2 1 1 1    23.0   25.0
261 2141.422030 6.496E-25 6.389E-03.10430.191  618.74560.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P  2e     366643 6 7 2 1 1 1     3.0    5.0
261 2141.511000 1.053E-24 1.741E-03.07330.132  971.18900.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 17e     366643 6 7 2 1 1 1    99.0  105.0
261 2141.513110 1.818E-24 9.247E-03.08340.162  814.18760.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P  8f     366643 6 7 2 1 1 1    15.0   17.0
261 2141.768140 9.620E-24 2.593E-02.09400.180  752.68230.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P  4e     366643 6 8 2 1 1 1    21.0   27.0
261 2141.807190 2.056E-24 6.663E-03.07770.144  826.49890.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 13f     366643 6 7 2 1 1 1    25.0   27.0
261 2141.874160 4.631E-24 7.841E-03.08340.162  813.84950.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P  8e     366643 6 7 2 1 1 1    45.0   51.0
261 2142.305910 1.286E-24 1.878E-03.07460.135  932.68020.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 16f     366643 6 7 2 1 1 1    93.0   99.0
261 2142.715610 1.207E-24 1.329E-03.08750.170  661.27400.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P  6f     366643 6 7 2 1 1 1    33.0   39.0
261 2142.942720 3.844E-25 1.268E-03.08750.170  661.05440.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P  6e     366643 6 7 2 1 1 1    11.0   13.0
261 2143.487520 1.671E-22 8.241E-03.07960.150  155.28900.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 11e     366643 6 7 2 1 1 1    63.0   69.0
261 2143.577000 4.020E-25 1.751E-03.07460.135  931.26030.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 16e     366643 6 7 2 1 1 1    31.0   33.0
261 2143.752580 1.324E-24 1.275E-02.11140.197  614.04440.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    P  1e     366643 6 7 2 1 1 1     3.0    9.0
261 2143.815110 4.866E-24 8.703E-03.08520.166  795.29280.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P  7f     366643 6 7 2 1 1 1    39.0   45.0
261 2144.064880 2.667E-24 2.890E-02.09850.185  743.27120.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    P  3e     366643 6 8 2 1 1 1     5.0    7.0
261 2144.091170 1.428E-24 7.654E-03.08520.166  795.02980.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P  7e     366643 6 7 2 1 1 1    13.0   15.0
261 2144.092250 6.537E-24 6.627E-03.07870.147  795.81930.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    P 12f     366643 6 7 2 1 1 1    69.0   75.0
261 2144.521110 4.837E-25 1.889E-03.07560.138  894.92990.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 15f     366643 6 7 2 1 1 1    29.0   31.0
261 2145.033760 3.128E-25 1.181E-03.09030.175  647.10880.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P  5f     366643 6 7 2 1 1 1     9.0   11.0
261 2145.195120 9.096E-25 1.144E-03.09030.175  646.95200.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    P  5e     366643 6 7 2 1 1 1    27.0   33.0
261 2145.658010 1.357E-24 1.758E-03.07560.138  893.67680.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    P 15e     366643 6 7 2 1 1 1    87.0   93.0
261 2145.802590 5.677E-23 8.204E-03.08080.154  129.41150.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    P 10e     366643 6 7 2 1 1 1    19.0   21.0
261 2146.113240 6.590E-25 6.363E-03.11140.197  614.05480.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    Q  1f     366643 6 7 2 1 1 1     3.0    3.0
261 2146.125570 1.363E-24 7.992E-03.08750.170  778.75910.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P  6f     366643 6 7 2 1 1 1    11.0   13.0
261 2146.132010 3.203E-24 6.329E-03.10430.191  618.77700.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    Q  2f     366643 6 7 2 1 1 1    15.0   15.0
261 2146.159740 1.432E-24 6.276E-03.09850.185  625.86020.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    Q  3f     366643 6 7 2 1 1 1     7.0    7.0
261 2146.195930 5.218E-24 6.207E-03.09400.180  635.30420.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    Q  4f     366643 6 7 2 1 1 1    27.0   27.0
261 2146.239880 1.979E-24 6.120E-03.09030.175  647.10880.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    Q  5f     366643 6 7 2 1 1 1    11.0   11.0
261 2146.290740 6.439E-24 6.017E-03.08750.170  661.27400.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    Q  6f     366643 6 7 2 1 1 1    39.0   39.0
261 2146.329930 3.712E-24 7.250E-03.08750.170  778.56180.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    P  6e     366643 6 7 2 1 1 1    33.0   39.0
